서울특별시,,,,
서울특별시,종로구,,,
서울특별시,종로구,청운동,,
서울특별시,종로구,신교동,,
서울특별시,종로구,궁정동,,
서울특별시,종로구,효자동,,
서울특별시,종로구,창성동,,
서울특별시,종로구,통의동,,
서울특별시,종로구,적선동,,
서울특별시,종로구,통인동,,
서울특별시,종로구,누상동,,
서울특별시,종로구,누하동,,
서울특별시,종로구,옥인동,,
서울특별시,종로구,체부동,,
서울특별시,종로구,필운동,,
서울특별시,종로구,내자동,,
서울특별시,종로구,사직동,,
서울특별시,종로구,도렴동,,
서울특별시,종로구,당주동,,
서울특별시,종로구,내수동,,
서울특별시,종로구,세종로,,
서울특별시,종로구,신문로1가,,
서울특별시,종로구,신문로2가,,
서울특별시,종로구,청진동,,
서울특별시,종로구,서린동,,
서울특별시,종로구,수송동,,
서울특별시,종로구,중학동,,
서울특별시,종로구,종로1가,,
서울특별시,종로구,공평동,,
서울특별시,종로구,관훈동,,
서울특별시,종로구,견지동,,
서울특별시,종로구,와룡동,,
서울특별시,종로구,권농동,,
서울특별시,종로구,운니동,,
서울특별시,종로구,익선동,,
서울특별시,종로구,경운동,,
서울특별시,종로구,관철동,,
서울특별시,종로구,인사동,,
서울특별시,종로구,낙원동,,
서울특별시,종로구,종로2가,,
서울특별시,종로구,팔판동,,
서울특별시,종로구,삼청동,,
서울특별시,종로구,안국동,,
서울특별시,종로구,소격동,,
서울특별시,종로구,화동,,
서울특별시,종로구,사간동,,
서울특별시,종로구,송현동,,
서울특별시,종로구,가회동,,
서울특별시,종로구,재동,,
서울특별시,종로구,계동,,
서울특별시,종로구,원서동,,
서울특별시,종로구,훈정동,,
서울특별시,종로구,묘동,,
서울특별시,종로구,봉익동,,
서울특별시,종로구,돈의동,,
서울특별시,종로구,장사동,,
서울특별시,종로구,관수동,,
서울특별시,종로구,종로3가,,
서울특별시,종로구,인의동,,
서울특별시,종로구,예지동,,
서울특별시,종로구,원남동,,
서울특별시,종로구,연지동,,
서울특별시,종로구,종로4가,,
서울특별시,종로구,효제동,,
서울특별시,종로구,종로5가,,
서울특별시,종로구,종로6가,,
서울특별시,종로구,이화동,,
서울특별시,종로구,연건동,,
서울특별시,종로구,충신동,,
서울특별시,종로구,동숭동,,
서울특별시,종로구,혜화동,,
서울특별시,종로구,명륜1가,,
서울특별시,종로구,명륜2가,,
서울특별시,종로구,명륜4가,,
서울특별시,종로구,명륜3가,,
서울특별시,종로구,창신동,,
서울특별시,종로구,숭인동,,
서울특별시,종로구,교남동,,
서울특별시,종로구,평동,,
서울특별시,종로구,송월동,,
서울특별시,종로구,홍파동,,
서울특별시,종로구,교북동,,
서울특별시,종로구,행촌동,,
서울특별시,종로구,구기동,,
서울특별시,종로구,평창동,,
서울특별시,종로구,부암동,,
서울특별시,종로구,홍지동,,
서울특별시,종로구,신영동,,
서울특별시,종로구,무악동,,
서울특별시,종로구,창신1동,1988-04-23,
서울특별시,종로구,창신2동,1988-04-23,
서울특별시,종로구,창신3동,1988-04-23,
서울특별시,종로구,숭인1동,1988-04-23,
서울특별시,종로구,숭인2동,1988-04-23,
서울특별시,중구,,,
서울특별시,중구,동자동,1988-04-23,
서울특별시,중구,도동1가,1988-04-23,
서울특별시,중구,도동2가,1988-04-23,
서울특별시,중구,양동,1988-04-23,
서울특별시,중구,무교동,,
서울특별시,중구,다동,,
서울특별시,중구,태평로1가,,
서울특별시,중구,을지로1가,,
서울특별시,중구,을지로2가,,
서울특별시,중구,남대문로1가,,
서울특별시,중구,삼각동,,
서울특별시,중구,수하동,,
서울특별시,중구,장교동,,
서울특별시,중구,수표동,,
서울특별시,중구,소공동,,
서울특별시,중구,남창동,,
서울특별시,중구,북창동,,
서울특별시,중구,태평로2가,,
서울특별시,중구,남대문로2가,,
서울특별시,중구,남대문로3가,,
서울특별시,중구,남대문로4가,,
서울특별시,중구,남대문로5가,,
서울특별시,중구,봉래동1가,,
서울특별시,중구,봉래동2가,,
서울특별시,중구,회현동1가,,
서울특별시,중구,회현동2가,,
서울특별시,중구,회현동3가,,
서울특별시,중구,충무로1가,,
서울특별시,중구,충무로2가,,
서울특별시,중구,명동1가,,
서울특별시,중구,명동2가,,
서울특별시,중구,남산동1가,,
서울특별시,중구,남산동2가,,
서울특별시,중구,남산동3가,,
서울특별시,중구,저동1가,,
서울특별시,중구,충무로4가,,
서울특별시,중구,충무로5가,,
서울특별시,중구,인현동2가,,
서울특별시,중구,예관동,,
서울특별시,중구,묵정동,,
서울특별시,중구,필동1가,,
서울특별시,중구,필동2가,,
서울특별시,중구,필동3가,,
서울특별시,중구,남학동,,
서울특별시,중구,주자동,,
서울특별시,중구,예장동,,
서울특별시,중구,장충동1가,,
서울특별시,중구,장충동2가,,
서울특별시,중구,광희동1가,,
서울특별시,중구,광희동2가,,
서울특별시,중구,쌍림동,,
서울특별시,중구,을지로6가,,
서울특별시,중구,을지로7가,,
서울특별시,중구,을지로4가,,
서울특별시,중구,을지로5가,,
서울특별시,중구,주교동,,
서울특별시,중구,방산동,,
서울특별시,중구,오장동,,
서울특별시,중구,을지로3가,,
서울특별시,중구,입정동,,
서울특별시,중구,산림동,,
서울특별시,중구,충무로3가,,
서울특별시,중구,초동,,
서울특별시,중구,인현동1가,,
서울특별시,중구,저동2가,,
서울특별시,중구,신당동,,
서울특별시,중구,흥인동,,
서울특별시,중구,무학동,,
서울특별시,중구,황학동,,
서울특별시,중구,서소문동,,
서울특별시,중구,정동,,
서울특별시,중구,순화동,,
서울특별시,중구,의주로1가,,
서울특별시,중구,충정로1가,,
서울특별시,중구,중림동,,
서울특별시,중구,의주로2가,,
서울특별시,중구,만리동1가,,
서울특별시,중구,만리동2가,,
서울특별시,중구,신당1동,1988-04-23,
서울특별시,중구,신당2동,1988-04-23,
서울특별시,중구,신당3동,1988-04-23,
서울특별시,중구,신당4동,1988-04-23,
서울특별시,중구,신당5동,1988-04-23,
서울특별시,중구,신당6동,1988-04-23,
서울특별시,용산구,,,
서울특별시,용산구,옥수동,1988-04-23,
서울특별시,용산구,도동1가,1988-04-23,
서울특별시,용산구,도동2가,1988-04-23,
서울특별시,용산구,만리동1가,1988-04-23,
서울특별시,용산구,만리동2가,1988-04-23,
서울특별시,용산구,후암동,,
서울특별시,용산구,용산동2가,,
서울특별시,용산구,용산동4가,,
서울특별시,용산구,갈월동,,
서울특별시,용산구,남영동,,
서울특별시,용산구,용산동1가,,
서울특별시,용산구,동자동,,
서울특별시,용산구,서계동,,
서울특별시,용산구,청파동1가,,
서울특별시,용산구,청파동2가,,
서울특별시,용산구,청파동3가,,
서울특별시,용산구,원효로1가,,
서울특별시,용산구,원효로2가,,
서울특별시,용산구,신창동,,
서울특별시,용산구,산천동,,
서울특별시,용산구,청암동,,
서울특별시,용산구,원효로3가,,
서울특별시,용산구,원효로4가,,
서울특별시,용산구,효창동,,
서울특별시,용산구,도원동,,
서울특별시,용산구,용문동,,
서울특별시,용산구,문배동,,
서울특별시,용산구,신계동,,
서울특별시,용산구,한강로1가,,
서울특별시,용산구,한강로2가,,
서울특별시,용산구,용산동3가,,
서울특별시,용산구,용산동5가,,
서울특별시,용산구,한강로3가,,
서울특별시,용산구,이촌동,,
서울특별시,용산구,이태원동,,
서울특별시,용산구,한남동,,
서울특별시,용산구,동빙고동,,
서울특별시,용산구,서빙고동,,
서울특별시,용산구,주성동,,
서울특별시,용산구,용산동6가,,
서울특별시,용산구,보광동,,
서울특별시,용산구,청파1동,1988-04-23,
서울특별시,용산구,청파2동,1988-04-23,
서울특별시,용산구,이촌1동,1988-04-23,
서울특별시,용산구,이촌2동,1988-04-23,
서울특별시,용산구,이태원1동,1988-04-23,
서울특별시,용산구,이태원2동,1988-04-23,
서울특별시,용산구,한남1동,1988-04-23,
서울특별시,용산구,한남2동,1988-04-23,
서울특별시,성동구,,,
서울특별시,성동구,상일동,1988-04-23,
서울특별시,성동구,길동,1988-04-23,
서울특별시,성동구,둔촌동,1988-04-23,
서울특별시,성동구,암사동,1988-04-23,
서울특별시,성동구,성내동,1988-04-23,
서울특별시,성동구,풍납동,1988-04-23,
서울특별시,성동구,천호동,1988-04-23,
서울특별시,성동구,송파동,1988-04-23,
서울특별시,성동구,석촌동,1988-04-23,
서울특별시,성동구,삼전동,1988-04-23,
서울특별시,성동구,가락동,1988-04-23,
서울특별시,성동구,이동,1988-04-23,
서울특별시,성동구,오금동,1988-04-23,
서울특별시,성동구,방이동,1988-04-23,
서울특별시,성동구,문정동,1988-04-23,
서울특별시,성동구,장지동,1988-04-23,
서울특별시,성동구,거여동,1988-04-23,
서울특별시,성동구,마천동,1988-04-23,
서울특별시,성동구,잠실동,1988-04-23,
서울특별시,성동구,신천동,1988-04-23,
서울특별시,성동구,일원동,1988-04-23,
서울특별시,성동구,수서동,1988-04-23,
서울특별시,성동구,자곡동,1988-04-23,
서울특별시,성동구,율현동,1988-04-23,
서울특별시,성동구,세곡동,1988-04-23,
서울특별시,성동구,역삼동,1988-04-23,
